,show,season,episode_number,title,airdate,rating,total_votes
3242,family_guy,3,18,From Method to Madness,24 Jan. 2002,7.4,"(1,667)"
3243,family_guy,3,19,"Stuck Together, Torn Apart",31 Jan. 2002,7.6,"(1,632)"
3244,family_guy,3,20,Road to Europe,7 Feb. 2002,7.8,"(1,786)"
3245,family_guy,3,21,Family Guy Viewer Mail #1,14 Feb. 2002,7.5,"(1,714)"
3246,family_guy,3,22,When You Wish Upon a Weinstein,9 Nov. 2003,7.4,"(1,713)"
3247,family_guy,4,1,North by North Quahog,1 May 2005,7.8,"(1,940)"
3248,family_guy,4,2,Fast Times at Buddy Cianci Jr. High,8 May 2005,7.5,"(1,739)"
3249,family_guy,4,3,Blind Ambition,15 May 2005,7.5,"(1,675)"
3250,family_guy,4,4,Don't Make Me Over,5 Jun. 2005,7.4,"(1,715)"
3251,family_guy,4,5,The Cleveland-Loretta Quagmire,12 Jun. 2005,7.6,"(1,720)"
3252,family_guy,4,6,Petarded,19 Jun. 2005,8.2,"(2,187)"
3253,family_guy,4,7,Brian the Bachelor,26 Jun. 2005,7.4,"(1,672)"
3254,family_guy,4,8,8 Simple Rules for Buying My Teenage Daughter,10 Jul. 2005,7.5,"(1,657)"
3255,family_guy,4,9,Breaking Out Is Hard to Do,17 Jul. 2005,7.6,"(1,617)"
3256,family_guy,4,10,Model Misbehavior,24 Jul. 2005,7.3,"(1,582)"
3257,family_guy,4,11,Peter's Got Woods,11 Sep. 2005,7.5,"(1,702)"
3258,family_guy,4,12,The Perfect Castaway,18 Sep. 2005,7.7,"(1,607)"
3259,family_guy,4,13,Jungle Love,25 Sep. 2005,7.2,"(1,576)"
3260,family_guy,4,14,PTV,6 Nov. 2005,8.5,"(2,552)"
3261,family_guy,4,15,Brian Goes Back to College,13 Nov. 2005,7.7,"(1,634)"
3262,family_guy,4,16,The Courtship of Stewie's Father,20 Nov. 2005,7.7,"(1,606)"
3263,family_guy,4,17,Fat Guy Strangler,27 Nov. 2005,8.0,"(1,858)"
3264,family_guy,4,18,"The Father, the Son and the Holy Fonz",18 Dec. 2005,7.3,"(1,586)"
3265,family_guy,4,19,Brian Sings and Swings,8 Jan. 2006,7.2,"(1,583)"
3266,family_guy,4,20,Patriot Games,29 Jan. 2006,7.7,"(1,829)"
3267,family_guy,4,21,"I Take Thee, Quagmire",12 Mar. 2006,7.5,"(1,591)"
3268,family_guy,4,22,Sibling Rivalry,26 Mar. 2006,7.6,"(1,568)"
3269,family_guy,4,23,Deep Throats,9 Apr. 2006,7.4,"(1,560)"
3270,family_guy,4,24,Peterotica,23 Apr. 2006,7.5,"(1,561)"
3271,family_guy,4,25,You May Now Kiss the... Uh... Guy Who Receives,30 Apr. 2006,7.2,"(1,547)"
3272,family_guy,4,26,Petergeist,7 May 2006,7.8,"(1,735)"
3273,family_guy,4,27,Untitled Griffin Family History,14 May 2006,7.7,"(1,613)"
3274,family_guy,4,28,Stewie B. Goode,21 May 2006,7.6,"(1,417)"
3275,family_guy,4,29,Bango Was His Name Oh!,21 May 2006,7.6,"(1,392)"
3276,family_guy,4,30,Stu & Stewie's Excellent Adventure,21 May 2006,7.8,"(1,495)"
3277,family_guy,5,1,Stewie Loves Lois,10 Sep. 2006,8.2,"(1,936)"
3278,family_guy,5,2,Mother Tucker,17 Sep. 2006,7.4,"(1,596)"
3279,family_guy,5,3,Hell Comes to Quahog,24 Sep. 2006,7.5,"(1,549)"
3280,family_guy,5,4,Saving Private Brian,5 Nov. 2006,7.6,"(1,707)"
3281,family_guy,5,5,Whistle While Your Wife Works,12 Nov. 2006,7.7,"(1,580)"
3282,family_guy,5,6,Prick Up Your Ears,19 Nov. 2006,7.4,"(1,538)"
3283,family_guy,5,7,Chick Cancer,26 Nov. 2006,7.5,"(1,554)"
3284,family_guy,5,8,Barely Legal,17 Dec. 2006,7.9,"(1,692)"
3285,family_guy,5,9,Road to Rupert,28 Jan. 2007,7.9,"(1,682)"
3286,family_guy,5,10,Peter's Two Dads,11 Feb. 2007,7.6,"(1,602)"
3287,family_guy,5,11,The Tan Aquatic with Steve Zissou,18 Feb. 2007,7.6,"(1,546)"
3288,family_guy,5,12,Airport '07,4 Mar. 2007,7.7,"(1,607)"
3289,family_guy,5,13,Bill & Peter's Bogus Journey,11 Mar. 2007,7.3,"(1,525)"
3290,family_guy,5,14,No Meals on Wheels,25 Mar. 2007,7.2,"(1,451)"
3291,family_guy,5,15,Boys Do Cry,29 Apr. 2007,7.2,"(1,468)"
3292,family_guy,5,16,No Chris Left Behind,6 May 2007,7.3,"(1,504)"
3293,family_guy,5,17,"It Takes a Village Idiot, and I Married One",13 May 2007,7.5,"(1,461)"
3294,family_guy,5,18,Meet the Quagmires,20 May 2007,8.4,"(2,068)"
3295,family_guy,6,1,Blue Harvest,23 Sep. 2007,8.2,"(7,554)"
3296,family_guy,6,2,Movin' Out (Brian's Song),30 Sep. 2007,7.2,"(1,550)"
3297,family_guy,6,3,"Believe It or Not, Joe's Walking on Air",7 Oct. 2007,7.4,"(1,557)"
3298,family_guy,6,4,Stewie Kills Lois,4 Nov. 2007,8.3,"(2,142)"
3299,family_guy,6,5,Lois Kills Stewie,11 Nov. 2007,8.3,"(2,091)"
3300,family_guy,6,6,Padre de Familia,18 Nov. 2007,6.9,"(1,514)"
3301,family_guy,6,7,Peter's Daughter,25 Nov. 2007,7.3,"(1,486)"
3302,family_guy,6,8,McStroke,13 Jan. 2008,7.6,"(1,678)"
3303,family_guy,6,9,Back to the Woods,17 Feb. 2008,7.4,"(1,556)"
3304,family_guy,6,10,"Play It Again, Brian",2 Mar. 2008,7.2,"(1,476)"
3305,family_guy,6,11,The Former Life of Brian,27 Apr. 2008,6.8,"(1,448)"
3306,family_guy,6,12,Long John Peter,4 May 2008,7.6,"(1,553)"
3307,family_guy,7,1,Love Blactually,28 Sep. 2008,6.8,"(1,624)"
3308,family_guy,7,2,I Dream of Jesus,5 Oct. 2008,8.0,"(2,271)"
3309,family_guy,7,3,Road to Germany,19 Oct. 2008,8.1,"(2,007)"
3310,family_guy,7,4,Baby Not on Board,2 Nov. 2008,7.4,"(1,577)"
3311,family_guy,7,5,The Man with Two Brians,9 Nov. 2008,7.6,"(1,556)"
3312,family_guy,7,6,Tales of a Third Grade Nothing,16 Nov. 2008,7.1,"(1,669)"
3313,family_guy,7,7,Ocean's Three and a Half,15 Feb. 2009,7.6,"(1,593)"
3314,family_guy,7,8,Family Gay,8 Mar. 2009,7.4,"(1,682)"
3315,family_guy,7,9,The Juice Is Loose!,15 Mar. 2009,6.4,"(1,545)"
3316,family_guy,7,10,FOX-y Lady,22 Mar. 2009,6.9,"(1,454)"
3317,family_guy,7,11,Not All Dogs Go to Heaven,29 Mar. 2009,7.7,"(1,858)"
3318,family_guy,7,12,420,19 Apr. 2009,7.7,"(1,698)"
3319,family_guy,7,13,Stew-Roids,26 Apr. 2009,7.9,"(1,734)"
3320,family_guy,7,14,We Love You Conrad,3 May 2009,7.3,"(1,488)"
3321,family_guy,7,15,Three Kings,10 May 2009,8.2,"(1,888)"
3322,family_guy,7,16,Peter's Progress,17 May 2009,7.1,"(1,483)"
3323,family_guy,8,1,Road to the Multiverse,27 Sep. 2009,9.1,"(3,952)"
3324,family_guy,8,2,Family Goy,4 Oct. 2009,7.1,"(1,544)"
3325,family_guy,8,3,Spies Reminiscent of Us,11 Oct. 2009,6.8,"(1,491)"
3326,family_guy,8,4,Brian's Got a Brand New Bag,8 Nov. 2009,7.2,"(1,449)"
3327,family_guy,8,5,Hannah Banana,8 Nov. 2009,7.1,"(1,465)"
3328,family_guy,8,6,Quagmire's Baby,15 Nov. 2009,7.2,"(1,432)"
3329,family_guy,8,7,Jerome Is the New Black,22 Nov. 2009,7.1,"(1,437)"
3330,family_guy,8,8,Dog Gone,29 Nov. 2009,7.5,"(1,424)"
3331,family_guy,8,9,Business Guy,13 Dec. 2009,7.3,"(1,515)"
3332,family_guy,8,10,Big Man on Hippocampus,3 Jan. 2010,7.5,"(1,411)"
3333,family_guy,8,11,Dial Meg for Murder,31 Jan. 2010,7.5,"(1,489)"
3334,family_guy,8,12,Extra Large Medium,14 Feb. 2010,6.8,"(1,427)"
3335,family_guy,8,13,"Go, Stewie, Go!",14 Mar. 2010,7.3,"(1,411)"
3336,family_guy,8,14,Peter-assment,21 Mar. 2010,6.8,"(1,375)"
3337,family_guy,8,15,Brian Griffin's House of Payne,28 Mar. 2010,7.2,"(1,378)"
3338,family_guy,8,16,April in Quahog,11 Apr. 2010,7.2,"(1,341)"
3339,family_guy,8,17,Brian & Stewie,2 May 2010,7.7,"(2,630)"
3340,family_guy,8,18,Quagmire's Dad,9 May 2010,7.5,"(1,667)"
3341,family_guy,8,19,The Splendid Source,16 May 2010,7.3,"(1,407)"
3342,family_guy,8,20,"Something, Something, Something, Dark Side",23 May 2010,7.6,"(6,367)"
3343,family_guy,8,21,Partial Terms of Endearment,20 Jun. 2010,7.4,"(1,332)"
3344,family_guy,9,1,And Then There Were Fewer,26 Sep. 2010,8.6,"(3,091)"
3345,family_guy,9,2,Excellence in Broadcasting,3 Oct. 2010,6.6,"(1,617)"
3346,family_guy,9,3,Welcome Back Carter,10 Oct. 2010,7.0,"(1,349)"
3347,family_guy,9,4,Halloween on Spooner Street,7 Nov. 2010,7.9,"(1,659)"
3348,family_guy,9,5,"Baby, You Knock Me Out",14 Nov. 2010,7.1,"(1,433)"
3349,family_guy,9,6,Brian Writes a Bestseller,21 Nov. 2010,7.0,"(1,551)"
3350,family_guy,9,7,Road to the North Pole,12 Dec. 2010,8.2,"(2,270)"
3351,family_guy,9,8,New Kidney in Town,9 Jan. 2011,7.5,"(1,463)"
3352,family_guy,9,9,And I'm Joyce Kinney,16 Jan. 2011,7.1,"(1,325)"
3353,family_guy,9,10,Friends of Peter G.,13 Feb. 2011,7.3,"(1,393)"
3354,family_guy,9,11,German Guy,20 Feb. 2011,6.8,"(1,442)"
3355,family_guy,9,12,The Hand That Rocks the Wheelchair,6 Mar. 2011,7.2,"(1,380)"
3356,family_guy,9,13,Trading Places,20 Mar. 2011,7.2,"(1,354)"
3357,family_guy,9,14,Tiegs for Two,10 Apr. 2011,7.1,"(1,271)"
3358,family_guy,9,15,Brothers & Sisters,17 Apr. 2011,6.8,"(1,272)"
3359,family_guy,9,16,The Big Bang Theory,8 May 2011,8.1,"(1,668)"
3360,family_guy,9,17,Foreign Affairs,15 May 2011,6.5,"(1,266)"
3361,family_guy,9,18,It's a Trap!,22 May 2011,7.2,"(9,830)"
3362,family_guy,10,1,Lottery Fever,25 Sep. 2011,7.3,"(1,789)"
3363,family_guy,10,2,Seahorse Seashell Party,2 Oct. 2011,6.6,"(1,985)"
3364,family_guy,10,3,Screams of Silence: The Story of Brenda Q,30 Oct. 2011,6.4,"(1,757)"
3365,family_guy,10,4,Stewie Goes for a Drive,6 Nov. 2011,7.1,"(1,526)"
3366,family_guy,10,5,Back to the Pilot,13 Nov. 2011,8.8,"(2,715)"
3367,family_guy,10,6,Thanksgiving,20 Nov. 2011,6.8,"(1,457)"
3368,family_guy,10,7,Amish Guy,27 Nov. 2011,7.0,"(1,362)"
3369,family_guy,10,8,Cool Hand Peter,4 Dec. 2011,7.5,"(1,407)"
3370,family_guy,10,9,Grumpy Old Man,11 Dec. 2011,6.7,"(1,276)"
3371,family_guy,10,10,Meg and Quagmire,8 Jan. 2012,7.2,"(1,428)"
3372,family_guy,10,11,The Blind Side,15 Jan. 2012,7.7,"(1,494)"
3373,family_guy,10,12,Livin' on a Prayer,29 Jan. 2012,7.0,"(1,308)"
3374,family_guy,10,13,Tom Tucker: The Man and His Dream,12 Feb. 2012,6.8,"(1,276)"
3375,family_guy,10,14,Be Careful What You Fish For,19 Feb. 2012,7.0,"(1,461)"
3376,family_guy,10,15,Burning Down the Bayit,4 Mar. 2012,6.7,"(1,229)"
3377,family_guy,10,16,Killer Queen,11 Mar. 2012,7.4,"(1,359)"
3378,family_guy,10,17,Forget-Me-Not,18 Mar. 2012,8.0,"(1,507)"
3379,family_guy,10,18,"You Can't Do That on Television, Peter",1 Apr. 2012,7.0,"(1,266)"
3380,family_guy,10,19,Mr. & Mrs. Stewie,29 Apr. 2012,7.6,"(1,413)"
3381,family_guy,10,20,Leggo My Meg-O,6 May 2012,7.6,"(1,400)"
3382,family_guy,10,21,Tea Peter,13 May 2012,6.6,"(1,281)"
3383,family_guy,10,22,Family Guy Viewer Mail #2,20 May 2012,7.7,"(1,447)"
3384,family_guy,10,23,Internal Affairs,20 May 2012,7.3,"(1,335)"
3385,family_guy,11,1,Into Fat Air,30 Sep. 2012,7.3,"(1,646)"
3386,family_guy,11,2,Ratings Guy,7 Oct. 2012,7.1,"(1,418)"
3387,family_guy,11,3,The Old Man and the Big 'C',4 Nov. 2012,6.8,"(1,276)"
3388,family_guy,11,4,Yug Ylimaf,11 Nov. 2012,8.3,"(1,961)"
3389,family_guy,11,5,Joe's Revenge,18 Nov. 2012,7.2,"(1,255)"
3390,family_guy,11,6,Lois Comes Out of Her Shell,25 Nov. 2012,7.3,"(1,400)"
3391,family_guy,11,7,Friends Without Benefits,9 Dec. 2012,7.0,"(1,246)"
3392,family_guy,11,8,"Jesus, Mary and Joseph!",23 Dec. 2012,6.8,"(1,378)"
3393,family_guy,11,9,Space Cadet,6 Jan. 2013,7.2,"(1,267)"
3394,family_guy,11,10,Brian's Play,13 Jan. 2013,7.1,"(1,269)"
3395,family_guy,11,11,The Giggity Wife,27 Jan. 2013,7.0,"(1,255)"
3396,family_guy,11,12,Valentine's Day in Quahog,10 Feb. 2013,7.3,"(1,241)"
3397,family_guy,11,13,Chris Cross,17 Feb. 2013,6.7,"(1,196)"
3398,family_guy,11,14,Call Girl,10 Mar. 2013,6.9,"(1,208)"
3399,family_guy,11,15,Turban Cowboy,17 Mar. 2013,6.7,"(1,315)"
3400,family_guy,11,16,12 and a Half Angry Men,24 Mar. 2013,7.5,"(1,301)"
3401,family_guy,11,17,Bigfat,14 Apr. 2013,6.8,"(1,191)"
3402,family_guy,11,18,Total Recall,28 Apr. 2013,7.1,"(1,143)"
3403,family_guy,11,19,Save the Clam,5 May 2013,6.7,"(1,131)"
3404,family_guy,11,20,Farmer Guy,12 May 2013,7.2,"(1,184)"
3405,family_guy,11,21,Roads to Vegas,19 May 2013,7.8,"(1,410)"
3406,family_guy,11,22,No Country Club for Old Men,19 May 2013,6.7,"(1,168)"
3407,family_guy,12,1,Finders Keepers,29 Sep. 2013,6.9,"(1,581)"
3408,family_guy,12,2,Vestigial Peter,6 Oct. 2013,5.8,"(1,690)"
3409,family_guy,12,3,Quagmire's Quagmire,3 Nov. 2013,7.2,"(1,496)"
3410,family_guy,12,4,A Fistful of Meg,10 Nov. 2013,6.7,"(1,472)"
3411,family_guy,12,5,Boopa-dee Bappa-dee,17 Nov. 2013,6.5,"(1,411)"
3412,family_guy,12,6,Life of Brian,24 Nov. 2013,4.7,"(3,116)"
3413,family_guy,12,7,Into Harmony's Way,8 Dec. 2013,6.4,"(1,785)"
3414,family_guy,12,8,Christmas Guy,15 Dec. 2013,7.7,"(1,835)"
3415,family_guy,12,9,Peter Problems,5 Jan. 2014,6.7,"(1,322)"
3416,family_guy,12,10,Grimm Job,12 Jan. 2014,7.0,"(1,363)"
3417,family_guy,12,11,Brian's a Bad Father,26 Jan. 2014,6.1,"(1,338)"
3418,family_guy,12,12,Mom's the Word,9 Mar. 2014,6.3,"(1,234)"
3419,family_guy,12,13,3 Acts of God,16 Mar. 2014,6.5,"(1,214)"
3420,family_guy,12,14,Fresh Heir,23 Mar. 2014,5.4,"(1,392)"
3421,family_guy,12,15,Secondhand Spoke,30 Mar. 2014,6.9,"(1,187)"
3422,family_guy,12,16,"Herpe, the Love Sore",6 Apr. 2014,5.8,"(1,336)"
3423,family_guy,12,17,The Most Interesting Man in the World,13 Apr. 2014,6.9,"(1,192)"
3424,family_guy,12,18,Baby Got Black,27 Apr. 2014,6.7,"(1,198)"
3425,family_guy,12,19,Meg Stinks!,4 May 2014,7.1,"(1,146)"
3426,family_guy,12,20,He's Bla-ack!,11 May 2014,7.2,"(1,162)"
3427,family_guy,12,21,Chap Stewie,18 May 2014,7.0,"(1,136)"
3428,family_guy,13,1,The Simpsons Guy,28 Sep. 2014,8.4,"(4,785)"
3429,family_guy,13,2,The Book of Joe,5 Oct. 2014,6.7,"(1,233)"
3430,family_guy,13,3,Baking Bad,19 Oct. 2014,6.9,"(1,258)"
3431,family_guy,13,4,Brian the Closer,9 Nov. 2014,6.7,"(1,226)"
3432,family_guy,13,5,Turkey Guys,16 Nov. 2014,6.8,"(1,177)"
3433,family_guy,13,6,"The 2,000-Year-Old Virgin",7 Dec. 2014,6.0,"(1,409)"
3434,family_guy,13,7,"Stewie, Chris & Brian's Excellent Adventure",4 Jan. 2015,7.4,"(1,249)"
3435,family_guy,13,8,Our Idiot Brian,11 Jan. 2015,7.0,"(1,158)"
3436,family_guy,13,9,This Little Piggy,25 Jan. 2015,6.7,"(1,114)"
3437,family_guy,13,10,Quagmire's Mom,8 Feb. 2015,6.6,"(1,179)"
3438,family_guy,13,11,Encyclopedia Griffin,15 Feb. 2015,6.6,"(1,089)"
3439,family_guy,13,12,Stewie Is Enceinte,8 Mar. 2015,5.8,"(1,544)"
3440,family_guy,13,13,Dr. C and the Women,15 Mar. 2015,6.6,"(1,062)"
3441,family_guy,13,14,#JOLO,12 Apr. 2015,7.0,"(1,065)"
3442,family_guy,13,15,Once Bitten,19 Apr. 2015,6.7,"(1,060)"
3443,family_guy,13,16,Roasted Guy,26 Apr. 2015,7.2,"(1,124)"
3444,family_guy,13,17,Fighting Irish,3 May 2015,6.8,"(1,143)"
3445,family_guy,13,18,Take My Wife,17 May 2015,7.3,"(1,105)"
3446,family_guy,14,1,Pilling Them Softly,27 Sep. 2015,7.1,"(1,259)"
3447,family_guy,14,2,Papa Has a Rollin' Son,4 Oct. 2015,7.1,"(1,162)"
3448,family_guy,14,3,"Guy, Robot",11 Oct. 2015,7.0,"(1,138)"
3449,family_guy,14,4,Peternormal Activity,25 Oct. 2015,7.5,"(1,229)"
3450,family_guy,14,5,"Peter, Chris & Brian",8 Nov. 2015,6.7,"(1,061)"
3451,family_guy,14,6,Peter's Sister,15 Nov. 2015,6.5,"(1,085)"
3452,family_guy,14,7,Hot Pocket-Dial,22 Nov. 2015,6.6,"(1,053)"
3453,family_guy,14,8,Brokeback Swanson,6 Dec. 2015,6.8,"(1,036)"
3454,family_guy,14,9,A Shot in the Dark,13 Dec. 2015,6.9,"(1,139)"
3455,family_guy,14,10,"Candy, Quahog Marshmallow",3 Jan. 2016,7.1,"(1,212)"
3456,family_guy,14,11,The Peanut Butter Kid,10 Jan. 2016,7.1,"(1,046)"
3457,family_guy,14,12,Scammed Yankees,17 Jan. 2016,6.9,"(1,022)"
3458,family_guy,14,13,An App a Day,14 Feb. 2016,7.1,"(1,022)"
3459,family_guy,14,14,Underage Peter,21 Feb. 2016,7.2,"(1,007)"
3460,family_guy,14,15,A Lot Going on Upstairs,6 Mar. 2016,7.9,"(1,250)"
3461,family_guy,14,16,The Heartbreak Dog,13 Mar. 2016,6.7,(982)
3462,family_guy,14,17,Take a Letter,17 Apr. 2016,7.0,(979)
3463,family_guy,14,18,The New Adventures of Old Tom,8 May 2016,7.0,(964)
3464,family_guy,14,19,"Run, Chris, Run",15 May 2016,6.7,(959)
3465,family_guy,14,20,Road to India,22 May 2016,7.1,"(1,084)"
3466,family_guy,15,1,The Boys in the Band,25 Sep. 2016,7.1,"(1,184)"
3467,family_guy,15,2,Bookie of the Year,2 Oct. 2016,6.8,"(1,053)"
3468,family_guy,15,3,American Gigg-olo,16 Oct. 2016,7.3,"(1,083)"
3469,family_guy,15,4,Inside Family Guy,23 Oct. 2016,6.8,"(1,183)"
3470,family_guy,15,5,"Chris Has Got a Date, Date, Date, Date, Date",6 Nov. 2016,6.9,"(1,078)"
3471,family_guy,15,6,Hot Shots,13 Nov. 2016,6.9,"(1,088)"
3472,family_guy,15,7,High School English,20 Nov. 2016,7.4,"(1,083)"
3473,family_guy,15,8,Carter and Tricia,4 Dec. 2016,6.7,(972)
3474,family_guy,15,9,How the Griffin Stole Christmas,11 Dec. 2016,7.2,(979)
3475,family_guy,15,10,Passenger Fatty-Seven,8 Jan. 2017,7.3,"(1,032)"
3476,family_guy,15,11,Gronkowsbees,15 Jan. 2017,6.6,(981)
3477,family_guy,15,12,Peter's Def Jam,12 Feb. 2017,6.9,(927)
3478,family_guy,15,13,The Finer Strings,19 Feb. 2017,6.8,(896)
3479,family_guy,15,14,The Dating Game,5 Mar. 2017,7.3,(996)
3480,family_guy,15,15,Cop and a Half-Wit,12 Mar. 2017,7.1,(923)
3481,family_guy,15,16,Saturated Fat Guy,19 Mar. 2017,7.4,"(1,045)"
3482,family_guy,15,17,Peter's Lost Youth,26 Mar. 2017,6.7,(888)
3483,family_guy,15,18,The Peter Principal,30 Apr. 2017,7.2,(920)
3484,family_guy,15,19,Dearly Deported,21 May 2017,6.9,(952)
3485,family_guy,15,20,A House Full of Peters,21 May 2017,7.1,(982)
3486,family_guy,16,1,Emmy-Winning Episode,1 Oct. 2017,8.2,"(2,154)"
3487,family_guy,16,2,Foxx in the Men House,8 Oct. 2017,7.2,"(1,137)"
3488,family_guy,16,3,Nanny Goats,15 Oct. 2017,7.2,"(1,157)"
3489,family_guy,16,4,Follow the Money,22 Oct. 2017,7.1,"(1,166)"
3490,family_guy,16,5,Three Directors,5 Nov. 2017,7.8,"(1,578)"
3491,family_guy,16,6,The D in Apartment 23,12 Nov. 2017,8.1,"(1,666)"
3492,family_guy,16,7,Petey IV,19 Nov. 2017,6.7,"(1,203)"
3493,family_guy,16,8,Crimes and Meg's Demeanor,3 Dec. 2017,7.4,"(1,058)"
3494,family_guy,16,9,Don't Be a Dickens at Christmas,10 Dec. 2017,7.0,"(1,054)"
3495,family_guy,16,10,Boy (Dog) Meets Girl (Dog),7 Jan. 2018,7.1,"(1,053)"
3496,family_guy,16,11,Dog Bites Bear,14 Jan. 2018,7.5,"(1,201)"
3497,family_guy,16,12,"Send in Stewie, Please",18 Mar. 2018,6.2,"(2,357)"
3498,family_guy,16,13,V is for Mystery,25 Mar. 2018,6.8,"(1,078)"
3499,family_guy,16,14,Veteran Guy,1 Apr. 2018,6.8,(968)
3500,family_guy,16,15,The Woof of Wall Street,8 Apr. 2018,7.2,(982)
3501,family_guy,16,16,'Family Guy' Through the Years,22 Apr. 2018,6.8,"(1,030)"
3502,family_guy,16,17,Switch the Flip,29 Apr. 2018,7.9,"(1,190)"
3503,family_guy,16,18,HTTPete,6 May 2018,7.6,"(1,293)"
3504,family_guy,16,19,The Unkindest Cut,13 May 2018,6.6,(908)
3505,family_guy,16,20,"Are You There God? It's Me, Peter",20 May 2018,6.6,(948)
3506,family_guy,17,1,Married with Cancer,30 Sep. 2018,6.5,"(1,239)"
3507,family_guy,17,2,Dead Dog Walking,7 Oct. 2018,6.9,"(1,123)"
3508,family_guy,17,3,Pal Stewie,14 Oct. 2018,6.9,"(1,035)"
3509,family_guy,17,4,Big Trouble in Little Quahog,21 Oct. 2018,7.7,"(1,228)"
3510,family_guy,17,5,Regarding Carter,4 Nov. 2018,6.6,(914)
3511,family_guy,17,6,Stand by Meg,11 Nov. 2018,6.7,(940)
3512,family_guy,17,7,The Griffin Winter Games,18 Nov. 2018,6.9,(981)
3513,family_guy,17,8,Con Heiress,2 Dec. 2018,5.7,"(1,127)"
3514,family_guy,17,9,Pawtucket Pete,9 Dec. 2018,6.6,(880)
3515,family_guy,17,10,Hefty Shades of Gray,6 Jan. 2019,6.5,(943)
3516,family_guy,17,11,Trump Guy,13 Jan. 2019,5.8,"(2,525)"
3517,family_guy,17,12,"Bri, Robot",10 Feb. 2019,6.7,(880)
3518,family_guy,17,13,Trans-Fat,17 Feb. 2019,6.1,(948)
3519,family_guy,17,14,Family Guy Lite,3 Mar. 2019,6.7,(846)
3520,family_guy,17,15,"No Giggity, No Doubt",10 Mar. 2019,6.7,(877)
3521,family_guy,17,16,You Can't Handle the Booth,24 Mar. 2019,4.1,"(2,056)"
3522,family_guy,17,17,Island Adventure,31 Mar. 2019,6.9,(907)
3523,family_guy,17,18,Throw It Away,28 Apr. 2019,6.7,(886)
3524,family_guy,17,19,"Girl, Internetted",5 May 2019,6.9,(890)
3525,family_guy,17,20,Adam West High,12 May 2019,7.0,(895)
3526,family_guy,18,1,Yacht Rocky,29 Sep. 2019,5.9,"(1,217)"
3527,family_guy,18,2,Bri-Da,6 Oct. 2019,5.9,"(1,000)"
3528,family_guy,18,3,Absolutely Babulous,13 Oct. 2019,6.5,(873)
3529,family_guy,18,4,Disney's The Reboot,20 Oct. 2019,7.2,"(1,110)"
3530,family_guy,18,5,Cat Fight,3 Nov. 2019,6.8,(867)
3531,family_guy,18,6,Peter & Lois' Wedding,10 Nov. 2019,7.0,(909)
3532,family_guy,18,7,Heart Burn,17 Nov. 2019,6.7,(839)
3533,family_guy,18,8,Shanksgiving,24 Nov. 2019,6.6,(806)
3534,family_guy,18,9,Christmas Is Coming,15 Dec. 2019,6.8,(898)
3535,family_guy,18,10,Connie's Celica,5 Jan. 2020,6.6,(769)
3536,family_guy,18,11,Short Cuts,16 Feb. 2020,6.7,(749)
3537,family_guy,18,12,Undergrounded,23 Feb. 2020,6.7,(754)
3538,family_guy,18,13,Rich Old Stewie,1 Mar. 2020,7.2,(865)
3539,family_guy,18,14,The Movement,8 Mar. 2020,6.6,(769)
3540,family_guy,18,15,Baby Stewie,15 Mar. 2020,7.1,(812)
3541,family_guy,18,16,Start Me Up,19 Apr. 2020,6.4,(755)
3542,family_guy,18,17,Coma Guy,26 Apr. 2020,7.0,(789)
3543,family_guy,18,18,Better Off Meg,3 May 2020,6.7,(758)
3544,family_guy,18,19,Holly Bibble,10 May 2020,6.6,(855)
3545,family_guy,18,20,Movin' In (Principal Shepherd's Song),17 May 2020,6.7,(712)
3546,family_guy,19,1,Stewie's First Word,27 Sep. 2020,6.7,(988)
3547,family_guy,19,2,The Talented Mr. Stewie,4 Oct. 2020,6.3,(875)
3548,family_guy,19,3,Boys & Squirrels,11 Oct. 2020,5.8,(872)
3549,family_guy,19,4,CutawayLand,1 Nov. 2020,6.2,(868)
3550,family_guy,19,5,La Famiglia Guy,8 Nov. 2020,6.9,(880)
3551,family_guy,19,6,Meg's Wedding,15 Nov. 2020,6.5,(757)
3552,family_guy,19,7,Wild Wild West,22 Nov. 2020,7.0,(841)
3553,family_guy,19,8,Pawtucket Pat,6 Dec. 2020,5.9,(850)
3554,family_guy,19,9,The First No L,13 Dec. 2020,7.0,(765)
3555,family_guy,19,10,Fecal Matters,17 Jan. 2021,7.3,(778)
3556,family_guy,19,11,Boy's Best Friend,21 Feb. 2021,6.8,(670)
3557,family_guy,19,12,And Then There's Fraud,28 Feb. 2021,6.1,(704)
3558,family_guy,19,13,PeTerminator,7 Mar. 2021,7.9,(996)
3559,family_guy,19,14,The Marrying Kind,14 Mar. 2021,6.6,(654)
3560,family_guy,19,15,Customer of the Week,28 Mar. 2021,7.3,(811)
3561,family_guy,19,16,Who's Brian Now?,11 Apr. 2021,6.7,(623)
3562,family_guy,19,17,Young Parent Trap,18 Apr. 2021,7.2,(652)
3563,family_guy,19,18,Meg Goes to College,2 May 2021,6.7,(600)
3564,family_guy,19,19,Family Cat,9 May 2021,7.1,(653)
3565,family_guy,19,20,Tales of Former Sports Glory,16 May 2021,6.3,(679)
3566,family_guy,20,1,LASIK Instinct,26 Sep. 2021,6.4,(790)
3567,family_guy,20,2,Rock Hard,3 Oct. 2021,6.1,(707)
3568,family_guy,20,3,Must Love Dogs,10 Oct. 2021,6.9,(660)
